circRNA,disease,mean_importance,std_importance,n_explanations,rank
hsa_circ_0000673,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,346
hsa_circ_0000673,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,347
hsa_circ_0000681,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,348
hsa_circ_0000729,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,349
hsa_circ_0000735,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,350
hsa_circ_0000792,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,351
hsa_circ_0000799,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,352
hsa_circ_0000977,"carcinoma, pancreatic ductal",0.2442265883088112,0.1432682781760278,20,353
hsa_circ_0000977,pancreatic neoplasms,0.2442265883088112,0.1432682781760278,20,354
hsa_circ_0000993,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,355
hsa_circ_0001038,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,356
hsa_circ_0001098,breast neoplasms,0.2442265883088112,0.1432682781760278,20,357
hsa_circ_0001178,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,358
hsa_circ_0001187,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,359
hsa_circ_0001204,tuberculosis,0.2442265883088112,0.1432682781760278,20,360
hsa_circ_0001206,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,361
hsa_circ_0001275,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,362
hsa_circ_0001313,colonic neoplasms,0.2442265883088112,0.1432682781760278,20,363
hsa_circ_0001361,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,364
hsa_circ_0001400,multiple sclerosis,0.2442265883088112,0.1432682781760278,20,365
hsa_circ_0001410,"depressive disorder, major",0.2442265883088112,0.1432682781760278,20,366
hsa_circ_0001427,"prostatic neoplasms, castration-resistant",0.2442265883088112,0.1432682781760278,20,367
hsa_circ_0001429,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,368
hsa_circ_0001451,triple negative breast neoplasms,0.2442265883088112,0.1432682781760278,20,369
hsa_circ_0001461,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,370
hsa_circ_0001546,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,371
hsa_circ_0001564,osteosarcoma,0.2442265883088112,0.1432682781760278,20,372
hsa_circ_0001649,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,373
hsa_circ_0001658,osteosarcoma,0.2442265883088112,0.1432682781760278,20,374
hsa_circ_0001721,osteosarcoma,0.2442265883088112,0.1432682781760278,20,375
hsa_circ_0001725,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,376
hsa_circ_0001727,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,377
hsa_circ_0001742,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,378
hsa_circ_0001772,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,379
hsa_circ_0001785,osteosarcoma,0.2442265883088112,0.1432682781760278,20,380
hsa_circ_0001801,glioma,0.2442265883088112,0.1432682781760278,20,381
hsa_circ_0001821,lung neoplasms,0.2442265883088112,0.1432682781760278,20,382
hsa_circ_0001846,triple negative breast neoplasms,0.2442265883088112,0.1432682781760278,20,383
hsa_circ_0001859,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,384
hsa_circ_0001866,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,385
hsa_circ_0001897,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,386
hsa_circ_0001900,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,387
hsa_circ_0001907,"depressive disorder, major",0.2442265883088112,0.1432682781760278,20,388
hsa_circ_0001946,alzheimer disease,0.2442265883088112,0.1432682781760278,20,389
hsa_circ_0001946,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,390
hsa_circ_0001946,glioblastoma,0.2442265883088112,0.1432682781760278,20,391
hsa_circ_0001946,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,392
hsa_circ_0001947,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,393
hsa_circ_0001955,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,394
hsa_circ_0001982,breast neoplasms,0.2442265883088112,0.1432682781760278,20,395
hsa_circ_0002052,osteosarcoma,0.2442265883088112,0.1432682781760278,20,396
hsa_circ_0002062,chronic thromboembolic pulmonary hypertension,0.2442265883088112,0.1432682781760278,20,397
hsa_circ_0002078,moyamoya disease,0.2442265883088112,0.1432682781760278,20,398
hsa_circ_0002113,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,399
hsa_circ_0002142,glioma,0.2442265883088112,0.1432682781760278,20,400
hsa_circ_0002161,essential hypertension,0.2442265883088112,0.1432682781760278,20,401
hsa_circ_0002211,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,402
hsa_circ_0002346,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,403
hsa_circ_0002362,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,404
hsa_circ_0002453,triple negative breast neoplasms,0.2442265883088112,0.1432682781760278,20,405
hsa_circ_0002569,moyamoya disease,0.2442265883088112,0.1432682781760278,20,406
hsa_circ_0002908,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,407
hsa_circ_0003028,liver neoplasms,0.2442265883088112,0.1432682781760278,20,408
hsa_circ_0003146,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,409
hsa_circ_0003171,primary great saphenous vein varicosities,0.2442265883088112,0.1432682781760278,20,410
hsa_circ_0003391,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,411
hsa_circ_0003519,active pulmonary tuberculosis,0.2442265883088112,0.1432682781760278,20,412
hsa_circ_0003575,atherosclerosis,0.2442265883088112,0.1432682781760278,20,413
hsa_circ_000361,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,414
hsa_circ_0003645,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,415
hsa_circ_000367,fatty liver,0.2442265883088112,0.1432682781760278,20,416
hsa_circ_0003855,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,417
hsa_circ_0003998,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,418
hsa_circ_0003998,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,419
hsa_circ_0004015,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,420
hsa_circ_0004136,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,421
hsa_circ_0004277,leukemia,0.2442265883088112,0.1432682781760278,20,422
hsa_circ_0004277,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,423
hsa_circ_0004390,ovarian neoplasms,0.2442265883088112,0.1432682781760278,20,424
hsa_circ_0004712,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,425
hsa_circ_0004771,breast neoplasms,0.2442265883088112,0.1432682781760278,20,426
hsa_circ_0004771,esophageal squamous cell carcinoma,0.2442265883088112,0.1432682781760278,20,427
hsa_circ_0004846,osteosarcoma,0.2442265883088112,0.1432682781760278,20,428
hsa_circ_0004928,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,429
hsa_circ_0005015,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,430
hsa_circ_0005075,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,431
hsa_circ_0005100,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,432
hsa_circ_0005105,osteoarthritis,0.2442265883088112,0.1432682781760278,20,433
hsa_circ_0005198,glioma,0.2442265883088112,0.1432682781760278,20,434
hsa_circ_0005218,pre-eclampsia,0.2442265883088112,0.1432682781760278,20,435
hsa_circ_0005230,breast neoplasms,0.2442265883088112,0.1432682781760278,20,436
hsa_circ_0005230,cholangiocarcinoma,0.2442265883088112,0.1432682781760278,20,437
hsa_circ_0005239,breast neoplasms,0.2442265883088112,0.1432682781760278,20,438
hsa_circ_0005267,primary great saphenous vein varicosities,0.2442265883088112,0.1432682781760278,20,439
hsa_circ_0005273,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,440
hsa_circ_0005402,multiple sclerosis,0.2442265883088112,0.1432682781760278,20,441
hsa_circ_0005442,pre-eclampsia,0.2442265883088112,0.1432682781760278,20,442
hsa_circ_0005540,multiple system atrophy,0.2442265883088112,0.1432682781760278,20,443
hsa_circ_0005576,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,444
hsa_circ_0005620,"depressive disorder, major",0.2442265883088112,0.1432682781760278,20,445
hsa_circ_0005836,active pulmonary tuberculosis,0.2442265883088112,0.1432682781760278,20,446
hsa_circ_0005963,colonic neoplasms,0.2442265883088112,0.1432682781760278,20,447
hsa_circ_0005986,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,448
hsa_circ_0006168,esophageal neoplasms,0.2442265883088112,0.1432682781760278,20,449
hsa_circ_0006168,esophageal squamous cell carcinoma,0.2442265883088112,0.1432682781760278,20,450
hsa_circ_0006215,pancreatic neoplasms,0.2442265883088112,0.1432682781760278,20,451
hsa_circ_0006282,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,452
hsa_circ_0006404,myocardial senescence,0.2442265883088112,0.1432682781760278,20,453
hsa_circ_0006404,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,454
hsa_circ_0006427,primary great saphenous vein varicosities,0.2442265883088112,0.1432682781760278,20,455
hsa_circ_0006528,breast neoplasms,0.2442265883088112,0.1432682781760278,20,456
hsa_circ_0006766,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,457
hsa_circ_0006801,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,458
hsa_circ_0006848,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,459
hsa_circ_0006916,lung neoplasms,0.2442265883088112,0.1432682781760278,20,460
hsa_circ_0006935,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,461
hsa_circ_0006990,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,462
hsa_circ_0007059,lung neoplasms,0.2442265883088112,0.1432682781760278,20,463
hsa_circ_0007385,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,464
hsa_circ_0007534,"carcinoma, pancreatic ductal",0.2442265883088112,0.1432682781760278,20,465
hsa_circ_0007534,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,466
hsa_circ_0007534,glioma,0.2442265883088112,0.1432682781760278,20,467
hsa_circ_0007534,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,468
hsa_circ_0007788,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,469
hsa_circ_0007843,colonic neoplasms,0.2442265883088112,0.1432682781760278,20,470
hsa_circ_0007874,ovarian neoplasms,0.2442265883088112,0.1432682781760278,20,471
hsa_circ_0007915,liver neoplasms,0.2442265883088112,0.1432682781760278,20,472
hsa_circ_0008039,breast neoplasms,0.2442265883088112,0.1432682781760278,20,473
hsa_circ_0008078,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,474
hsa_circ_0008234,gallbladder neoplasms,0.2442265883088112,0.1432682781760278,20,475
hsa_circ_0008287,hypopharyngeal neoplasms,0.2442265883088112,0.1432682781760278,20,476
hsa_circ_0008305,intervertebral disc degeneration,0.2442265883088112,0.1432682781760278,20,477
hsa_circ_0008309,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,478
hsa_circ_0008365,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,479
hsa_circ_000839,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,480
hsa_circ_0008450,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,481
hsa_circ_0008450,nasopharyngeal carcinoma,0.2442265883088112,0.1432682781760278,20,482
hsa_circ_0008615,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,483
hsa_circ_0008717,breast neoplasms,0.2442265883088112,0.1432682781760278,20,484
hsa_circ_0008717,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,485
hsa_circ_0008797,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,486
hsa_circ_0008887,immunosenescence,0.2442265883088112,0.1432682781760278,20,487
hsa_circ_000926,"carcinoma, renal cell",0.2442265883088112,0.1432682781760278,20,488
hsa_circ_0009361,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,489
hsa_circ_0009362,triple negative breast neoplasms,0.2442265883088112,0.1432682781760278,20,490
hsa_circ_0009910,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,491
hsa_circ_0009910,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,492
hsa_circ_0009910,osteosarcoma,0.2442265883088112,0.1432682781760278,20,493
hsa_circ_0011385,thyroid neoplasms,0.2442265883088112,0.1432682781760278,20,494
hsa_circ_0011780,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,495
hsa_circ_0012342,"carcinoma, mucoepidermoid",0.2442265883088112,0.1432682781760278,20,496
hsa_circ_0012919,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,497
hsa_circ_0013255,irradiated hepatic stellate cell,0.2442265883088112,0.1432682781760278,20,498
hsa_circ_0013958,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,499
hsa_circ_0014130,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,500
hsa_circ_0014130,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,501
hsa_circ_0014130,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,502
hsa_circ_0014243,hypertension,0.2442265883088112,0.1432682781760278,20,503
hsa_circ_0014359,glioma,0.2442265883088112,0.1432682781760278,20,504
hsa_circ_0015278,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,505
hsa_circ_001569,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,506
hsa_circ_001569,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,507
hsa_circ_0015756,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,508
hsa_circ_0015756,hepatoblastoma,0.2442265883088112,0.1432682781760278,20,509
hsa_circ_0015758,glioma,0.2442265883088112,0.1432682781760278,20,510
hsa_circ_001598,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,511
hsa_circ_0016760,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,512
hsa_circ_0016788,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,513
hsa_circ_0017247,melanoma,0.2442265883088112,0.1432682781760278,20,514
hsa_circ_0017446,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,515
hsa_circ_001783,breast neoplasms,0.2442265883088112,0.1432682781760278,20,516
hsa_circ_0018069,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,517
hsa_circ_0018508,"diabetes mellitus, type 2",0.2442265883088112,0.1432682781760278,20,518
hsa_circ_0019069,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,519
hsa_circ_0020123,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,520
hsa_circ_0020397,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,521
hsa_circ_002082,fatty liver,0.2442265883088112,0.1432682781760278,20,522
hsa_circ_0021093,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,523
hsa_circ_002136,glioma,0.2442265883088112,0.1432682781760278,20,524
hsa_circ_0021549,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,525
hsa_circ_0023115,endometriosis,0.2442265883088112,0.1432682781760278,20,526
hsa_circ_0023404,osteoarthritis,0.2442265883088112,0.1432682781760278,20,527
hsa_circ_0023404,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,528
hsa_circ_0023903,moyamoya disease,0.2442265883088112,0.1432682781760278,20,529
hsa_circ_0024892,multiple sclerosis,0.2442265883088112,0.1432682781760278,20,530
hsa_circ_0025033,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,531
hsa_circ_0025039,melanoma,0.2442265883088112,0.1432682781760278,20,532
hsa_circ_0025202,breast neoplasms,0.2442265883088112,0.1432682781760278,20,533
hsa_circ_0026134,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,534
hsa_circ_0026143,endometriosis,0.2442265883088112,0.1432682781760278,20,535
hsa_circ_0026344,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,536
hsa_circ_0026372,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,537
hsa_circ_0026388,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,538
hsa_circ_0027599,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,539
hsa_circ_0028882,"osteoporosis, postmenopausal",0.2442265883088112,0.1432682781760278,20,540
hsa_circ_0029067,facet joint osteoarthritis,0.2442265883088112,0.1432682781760278,20,541
hsa_circ_0029601,pre-eclampsia,0.2442265883088112,0.1432682781760278,20,542
hsa_circ_0030055,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,543
hsa_circ_0030235,"carcinoma, pancreatic ductal",0.2442265883088112,0.1432682781760278,20,544
hsa_circ_0030569,tuberculosis,0.2442265883088112,0.1432682781760278,20,545
hsa_circ_0031288,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,546
hsa_circ_0032131,osteoarthritis,0.2442265883088112,0.1432682781760278,20,547
hsa_circ_0032627,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,548
hsa_circ_0032683,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,549
hsa_circ_0032891,multiple system atrophy,0.2442265883088112,0.1432682781760278,20,550
hsa_circ_0032970,coronary artery disease,0.2442265883088112,0.1432682781760278,20,551
hsa_circ_0033550,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,552
hsa_circ_0034398,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,553
hsa_circ_0034642,glioma,0.2442265883088112,0.1432682781760278,20,554
hsa_circ_003524,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,555
hsa_circ_0035381,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,556
hsa_circ_0035483,"carcinoma, renal cell",0.2442265883088112,0.1432682781760278,20,557
hsa_circ_0036877,pre-eclampsia,0.2442265883088112,0.1432682781760278,20,558
hsa_circ_0037251,glioma,0.2442265883088112,0.1432682781760278,20,559
hsa_circ_0037655,glioma,0.2442265883088112,0.1432682781760278,20,560
hsa_circ_0037909,essential hypertension,0.2442265883088112,0.1432682781760278,20,561
hsa_circ_0037911,essential hypertension,0.2442265883088112,0.1432682781760278,20,562
hsa_circ_0039411,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,563
hsa_circ_0039569,endometrial neoplasms,0.2442265883088112,0.1432682781760278,20,564
hsa_circ_0040705,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,565
hsa_circ_004121,fatty liver,0.2442265883088112,0.1432682781760278,20,566
hsa_circ_0041796,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,567
hsa_circ_004183,fatty liver,0.2442265883088112,0.1432682781760278,20,568
hsa_circ_0041946,intervertebral disc degeneration,0.2442265883088112,0.1432682781760278,20,569
hsa_circ_0042666,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,570
hsa_circ_0043256,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,571
hsa_circ_0043278,osteosarcoma,0.2442265883088112,0.1432682781760278,20,572
hsa_circ_0043497,tuberculosis,0.2442265883088112,0.1432682781760278,20,573
hsa_circ_0043949,glioblastoma,0.2442265883088112,0.1432682781760278,20,574
hsa_circ_0044520,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,575
hsa_circ_0044529,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,576
hsa_circ_0045714,osteoarthritis,0.2442265883088112,0.1432682781760278,20,577
hsa_circ_0046264,lung neoplasms,0.2442265883088112,0.1432682781760278,20,578
hsa_circ_0046599,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,579
hsa_circ_0046600,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,580
hsa_circ_0046701,glioma,0.2442265883088112,0.1432682781760278,20,581
hsa_circ_0047688,glioma,0.2442265883088112,0.1432682781760278,20,582
hsa_circ_0049224,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,583
hsa_circ_0049657,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,584
hsa_circ_0050898,moyamoya disease,0.2442265883088112,0.1432682781760278,20,585
hsa_circ_0051079,osteosarcoma,0.2442265883088112,0.1432682781760278,20,586
hsa_circ_0051172,coronary artery disease,0.2442265883088112,0.1432682781760278,20,587
hsa_circ_0051240,ovarian neoplasms,0.2442265883088112,0.1432682781760278,20,588
hsa_circ_0051443,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,589
hsa_circ_0052012,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,590
hsa_circ_0052112,breast neoplasms,0.2442265883088112,0.1432682781760278,20,591
hsa_circ_0054211,multiple system atrophy,0.2442265883088112,0.1432682781760278,20,592
hsa_circ_0054345,irradiated hepatic stellate cell,0.2442265883088112,0.1432682781760278,20,593
hsa_circ_0054345,liver cirrhosis,0.2442265883088112,0.1432682781760278,20,594
hsa_circ_0054537,coronary artery disease,0.2442265883088112,0.1432682781760278,20,595
hsa_circ_0054633,diabetes mellitus,0.2442265883088112,0.1432682781760278,20,596
hsa_circ_0055625,colonic neoplasms,0.2442265883088112,0.1432682781760278,20,597
hsa_circ_0056048,"depressive disorder, major",0.2442265883088112,0.1432682781760278,20,598
hsa_circ_0056288,osteosarcoma,0.2442265883088112,0.1432682781760278,20,599
hsa_circ_0056731,multiple sclerosis,0.2442265883088112,0.1432682781760278,20,600
hsa_circ_0056836,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,601
hsa_circ_0057093,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,602
hsa_circ_0057576,coronary artery disease,0.2442265883088112,0.1432682781760278,20,603
hsa_circ_0057762,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,604
hsa_circ_0058063,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,605
hsa_circ_0058092,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,606
hsa_circ_0058124,thyroid neoplasms,0.2442265883088112,0.1432682781760278,20,607
hsa_circ_0059354,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,608
hsa_circ_0059655,salivary adenoid cystic carcinoma,0.2442265883088112,0.1432682781760278,20,609
hsa_circ_0060428,osteosarcoma,0.2442265883088112,0.1432682781760278,20,610
hsa_circ_0060456,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,611
hsa_circ_006100,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,612
hsa_circ_0061825,breast neoplasms,0.2442265883088112,0.1432682781760278,20,613
hsa_circ_0061868,glioma,0.2442265883088112,0.1432682781760278,20,614
hsa_circ_0061893,liver cirrhosis,0.2442265883088112,0.1432682781760278,20,615
hsa_circ_0062019,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,616
hsa_circ_0062389,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,617
hsa_circ_0062557,endometriosis,0.2442265883088112,0.1432682781760278,20,618
hsa_circ_0063179,"tuberculosis, pulmonary",0.2442265883088112,0.1432682781760278,20,619
hsa_circ_0063781,facet joint osteoarthritis,0.2442265883088112,0.1432682781760278,20,620
hsa_circ_0064996,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,621
hsa_circ_0066922,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,622
hsa_circ_0067209,moyamoya disease,0.2442265883088112,0.1432682781760278,20,623
hsa_circ_0067835,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,624
hsa_circ_0067934,adenocarcinoma of lung,0.2442265883088112,0.1432682781760278,20,625
hsa_circ_0067934,thyroid neoplasms,0.2442265883088112,0.1432682781760278,20,626
hsa_circ_0067997,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,627
hsa_circ_0068087,diabetes mellitus,0.2442265883088112,0.1432682781760278,20,628
hsa_circ_0068087,"diabetes mellitus, type 2",0.2442265883088112,0.1432682781760278,20,629
hsa_circ_0068489,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,630
hsa_circ_0068871,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,631
hsa_circ_0068942,coronary artery disease,0.2442265883088112,0.1432682781760278,20,632
hsa_circ_0070269,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,633
hsa_circ_0070616,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,634
hsa_circ_0070963,irradiated hepatic stellate cell,0.2442265883088112,0.1432682781760278,20,635
hsa_circ_0070963,liver cirrhosis,0.2442265883088112,0.1432682781760278,20,636
hsa_circ_0071410,liver cirrhosis,0.2442265883088112,0.1432682781760278,20,637
hsa_circ_0071662,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,638
hsa_circ_0071896,facet joint osteoarthritis,0.2442265883088112,0.1432682781760278,20,639
hsa_circ_0072083,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,640
hsa_circ_0072088,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,641
hsa_circ_0072309,breast neoplasms,0.2442265883088112,0.1432682781760278,20,642
hsa_circ_0072309,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,643
hsa_circ_0072309,"carcinoma, renal cell",0.2442265883088112,0.1432682781760278,20,644
hsa_circ_0072391,hepatoblastoma,0.2442265883088112,0.1432682781760278,20,645
hsa_circ_0072410,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,646
hsa_circ_0072668,facet joint osteoarthritis,0.2442265883088112,0.1432682781760278,20,647
hsa_circ_0072765,irradiated hepatic stellate cell,0.2442265883088112,0.1432682781760278,20,648
hsa_circ_0072765,liver cirrhosis,0.2442265883088112,0.1432682781760278,20,649
hsa_circ_0072995,breast neoplasms,0.2442265883088112,0.1432682781760278,20,650
hsa_circ_0073237,glioma,0.2442265883088112,0.1432682781760278,20,651
hsa_circ_0074027,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,652
hsa_circ_0074027,glioblastoma,0.2442265883088112,0.1432682781760278,20,653
hsa_circ_0074362,glioma,0.2442265883088112,0.1432682781760278,20,654
hsa_circ_0075001,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,655
hsa_circ_0075341,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,656
hsa_circ_0075828,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,657
hsa_circ_0076248,glioma,0.2442265883088112,0.1432682781760278,20,658
hsa_circ_0076305,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,659
hsa_circ_0078768,active pulmonary tuberculosis,0.2442265883088112,0.1432682781760278,20,660
hsa_circ_0079993,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,661
hsa_circ_0080145,"leukemia, myelogenous, chronic, bcr-abl positive",0.2442265883088112,0.1432682781760278,20,662
hsa_circ_0080210,intervertebral disc degeneration,0.2442265883088112,0.1432682781760278,20,663
